Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OperatorSkillScore,RequiredSkillByRole,Name,Email,Phone Number,Skills
54,No,Frequently,906,Logistics,8,3,Mechanical Engineering,1,104,1,Female,117,2,1,Logistics & Supply Chain Coordinator,4,Married,101251,13066,6,No,23,1,4,1,9,3,4,29,6,0,17,0.426275865,0.35,Rohit Desai,rohit.desai478@example.com,919000000000.0,
59,No,Non-Travel,239,Production,44,4,Biotechnology,1,105,2,Female,104,3,3,Maintenance Engineer,2,Single,67252,17554,9,Yes,18,3,4,1,33,0,4,18,11,12,6,0.821312098,0.6,Sneha Trivedi,sneha.trivedi879@example.com,918000000000.0,
41,Yes,Rarely,388,Farm Operations,22,1,Dairy Science,1,106,4,Male,94,2,1,Dairy Quality Analyst,3,Divorced,83179,9008,9,Yes,12,3,1,0,15,1,1,27,14,3,19,0.669113804,0.55,Riya Mehta,riya.mehta50@example.com,919000000000.0,
46,No,Frequently,1387,Production,21,3,Biotechnology,1,107,4,Female,125,1,3,Dairy Lab Technician,1,Single,26450,17263,5,No,12,4,3,2,39,5,1,3,18,0,11,0.898848046,0.55,Ankit Desai,ankit.desai12@example.com,917000000000.0,
54,No,Rarely,1193,Production,26,2,Mechanical Engineering,1,108,2,Male,50,1,1,Packaging Machine Operator,1,Married,72756,18238,0,Yes,17,3,1,1,28,4,3,12,5,2,19,0.318059172,0.4,Sahil Patel,sahil.patel171@example.com,919000000000.0,
20,No,Rarely,735,Maintenance,40,2,Food Technology,1,109,2,Female,70,1,1,Cheese Production Technician,4,Married,70235,7642,2,Yes,19,2,3,1,14,4,2,12,7,10,13,0.261507485,0.5,Amit Malhotra,amit.malhotra245@example.com,918000000000.0,
54,No,Frequently,1227,Logistics,21,2,Mechanical Engineering,1,110,3,Female,132,3,1,Packaging Machine Operator,3,Divorced,110546,18489,0,No,21,4,1,1,10,4,4,14,5,6,9,0.297578087,0.4,Riya Patel,riya.patel328@example.com,917000000000.0,
56,No,Frequently,489,Production,25,4,Logistics,1,111,4,Female,70,1,2,Milk Processing Operator,4,Divorced,20020,19153,9,No,15,3,4,2,33,3,2,18,2,0,8,0.388503677,0.45,Rohit Gandhi,rohit.gandhi850@example.com,919000000000.0,
33,No,Rarely,632,Maintenance,41,1,Logistics,1,112,4,Female,101,2,3,Farm Liaison Officer,4,Single,100253,16531,8,No,21,4,3,1,35,5,3,15,4,4,14,0.491750894,0.3,Ankit Malhotra,ankit.malhotra447@example.com,917000000000.0,
22,No,Rarely,670,Quality Control,1,3,Biotechnology,1,113,3,Female,131,3,4,Packaging Machine Operator,1,Divorced,29664,12384,8,No,19,4,1,2,29,4,1,6,8,0,19,0.8038223,0.4,Meera Gandhi,meera.gandhi202@example.com,917000000000.0,
20,No,Frequently,1404,Maintenance,6,1,Biotechnology,1,114,4,Female,92,2,1,Maintenance Engineer,1,Single,86635,18336,4,Yes,12,1,2,2,34,1,4,2,15,5,9,0.398514236,0.6,Priya Reddy,priya.reddy459@example.com,919000000000.0,
24,Yes,Rarely,1471,Maintenance,23,4,Dairy Science,1,115,2,Female,101,4,2,Cheese Production Technician,3,Married,43225,15661,3,No,11,4,4,0,8,1,1,29,15,8,18,0.840670317,0.5,Priya Bose,priya.bose746@example.com,917000000000.0,
45,No,Rarely,827,Maintenance,23,1,Dairy Science,1,116,1,Male,116,3,4,Dairy Quality Analyst,4,Married,88173,13687,8,Yes,22,3,4,1,17,4,4,25,8,2,18,0.524035382,0.55,Sahil Iyer,sahil.iyer406@example.com,918000000000.0,
33,No,Rarely,478,Production,43,4,Logistics,1,117,1,Male,93,2,1,Milk Processing Operator,2,Married,105333,15404,8,No,11,1,2,1,18,2,1,19,17,10,11,0.652949013,0.45,Pooja Rana,pooja.rana43@example.com,917000000000.0,
58,No,Rarely,1076,Production,43,2,Food Technology,1,118,4,Male,81,2,4,Logistics & Supply Chain Coordinator,3,Married,60225,6355,2,No,11,3,1,2,38,4,1,1,12,10,11,0.3850854,0.35,Ankit Mehta,ankit.mehta550@example.com,918000000000.0,
46,No,Rarely,780,Quality Control,23,3,Mechanical Engineering,1,119,3,Male,59,3,2,Farm Liaison Officer,4,Married,30807,2933,4,No,24,1,3,2,3,2,3,17,10,13,8,0.309209671,0.3,Arjun Bose,arjun.bose765@example.com,918000000000.0,
28,No,Rarely,1062,Farm Operations,32,2,Dairy Science,1,120,2,Female,113,4,4,Maintenance Engineer,3,Single,103274,10766,2,No,14,3,4,0,5,0,2,24,9,11,19,0.808619858,0.6,Rohit Trivedi,rohit.trivedi32@example.com,917000000000.0,
34,No,Rarely,453,Farm Operations,30,1,Dairy Science,1,121,1,Female,128,3,1,Logistics & Supply Chain Coordinator,3,Married,26402,7906,9,No,24,1,1,1,32,0,1,10,9,14,3,0.276654326,0.35,Pooja Gandhi,pooja.gandhi594@example.com,919000000000.0,
34,No,Non-Travel,380,Farm Operations,13,2,Food Technology,1,122,2,Female,118,1,4,Dairy Quality Analyst,3,Single,24521,14572,1,Yes,21,1,2,2,31,1,4,0,5,5,0,0.741814914,0.55,Meera Nair,meera.nair249@example.com,917000000000.0,
45,No,Frequently,880,Quality Control,43,3,Food Technology,1,123,4,Male,117,1,4,Logistics & Supply Chain Coordinator,2,Married,83165,14279,0,No,14,2,3,1,15,5,2,15,15,3,15,0.606689014,0.35,Kavya Mehta,kavya.mehta506@example.com,919000000000.0,
32,No,Frequently,1024,Farm Operations,18,2,Biotechnology,1,124,4,Male,77,4,1,Dairy Lab Technician,2,Single,28382,12723,9,No,10,3,1,1,10,3,2,16,11,5,0,0.802796447,0.55,Sneha Pillai,sneha.pillai319@example.com,918000000000.0,
51,No,Rarely,899,Farm Operations,23,3,Mechanical Engineering,1,125,1,Male,102,2,2,Cheese Production Technician,1,Single,35065,12611,1,No,11,4,1,1,21,5,1,15,3,1,12,0.702472888,0.5,Karan Kapoor,karan.kapoor11@example.com,917000000000.0,
58,No,Rarely,765,Maintenance,15,3,Food Technology,1,126,4,Female,100,2,2,Logistics & Supply Chain Coordinator,1,Single,105470,10261,7,No,11,1,4,2,35,1,1,9,4,3,2,0.397164871,0.35,Priya Pillai,priya.pillai981@example.com,916000000000.0,
51,No,Frequently,879,Production,33,2,Dairy Science,1,127,3,Male,102,2,4,Maintenance Engineer,4,Divorced,34425,6474,7,No,24,3,4,1,22,1,1,16,1,12,11,0.602099318,0.6,Meera Patel,meera.patel864@example.com,918000000000.0,
23,Yes,Rarely,590,Production,21,4,Dairy Science,1,128,4,Female,53,3,3,Dairy Lab Technician,3,Single,33111,18638,2,No,13,1,3,2,25,5,2,29,18,12,8,0.209151534,0.55,Kavya Malhotra,kavya.malhotra717@example.com,920000000000.0,
49,No,Rarely,1308,Maintenance,39,1,Logistics,1,129,4,Male,128,3,4,Dairy Lab Technician,4,Single,60799,6787,6,Yes,16,2,1,0,30,3,3,2,0,6,3,0.53265284,0.55,Arjun Kapoor,arjun.kapoor352@example.com,916000000000.0,
56,No,Frequently,411,Maintenance,23,4,Food Technology,1,130,4,Female,66,4,3,Logistics & Supply Chain Coordinator,1,Married,73257,15575,6,No,12,2,2,0,28,1,1,17,3,10,1,0.260209545,0.35,Kavya Patel,kavya.patel744@example.com,918000000000.0,
42,No,Frequently,583,Maintenance,27,4,Biotechnology,1,131,2,Male,116,1,4,Farm Liaison Officer,2,Single,81177,9862,1,Yes,14,2,2,2,4,3,2,18,11,5,8,0.500261498,0.3,Dev Gandhi,dev.gandhi346@example.com,920000000000.0,
58,No,Rarely,541,Production,45,2,Mechanical Engineering,1,132,2,Female,123,2,2,Cold Storage Supervisor,1,Single,101046,12956,8,No,20,2,3,1,37,1,2,13,1,8,19,0.276728266,0.4,Ankit Bose,ankit.bose53@example.com,916000000000.0,
34,No,Rarely,1043,Farm Operations,44,1,Biotechnology,1,133,1,Male,96,1,4,Farm Liaison Officer,4,Divorced,57851,12663,2,No,18,4,1,0,24,0,4,20,11,10,12,0.868835865,0.3,Pooja Iyer,pooja.iyer376@example.com,918000000000.0,
48,No,Frequently,1261,Maintenance,18,1,Dairy Science,1,134,1,Male,105,3,4,Packaging Machine Operator,1,Married,28816,18120,1,No,14,4,4,0,33,2,1,24,15,6,13,0.56614757,0.4,Amit Nair,amit.nair500@example.com,919000000000.0,
55,No,Rarely,619,Quality Control,24,4,Biotechnology,1,135,1,Female,72,3,3,Maintenance Engineer,4,Divorced,97853,5742,2,No,18,1,1,2,11,1,3,1,1,0,2,0.83925259,0.6,Kavya Joshi,kavya.joshi340@example.com,917000000000.0,
32,Yes,Frequently,950,Maintenance,47,2,Dairy Science,1,136,4,Female,67,3,2,Cold Storage Supervisor,4,Divorced,22175,4035,1,Yes,10,3,4,2,21,2,4,11,16,5,17,0.215656356,0.4,Meera Sharma,meera.sharma151@example.com,917000000000.0,
51,No,Frequently,1392,Logistics,40,1,Dairy Science,1,137,2,Male,50,1,3,Cheese Production Technician,4,Divorced,31341,3967,7,No,18,2,2,2,8,4,1,10,1,10,8,0.646357299,0.5,Meera Patel,meera.patel817@example.com,919000000000.0,
26,No,Non-Travel,505,Maintenance,42,4,Dairy Science,1,138,3,Female,84,4,4,Dairy Lab Technician,4,Single,83908,3852,4,No,23,2,3,2,19,1,4,29,3,2,14,0.414868151,0.55,Ankit Gandhi,ankit.gandhi326@example.com,918000000000.0,
41,No,Rarely,901,Production,7,1,Dairy Science,1,139,4,Male,113,4,1,Maintenance Engineer,1,Divorced,45654,12547,2,No,14,4,3,2,28,0,1,16,5,7,9,0.502280297,0.6,Ankit Malhotra,ankit.malhotra391@example.com,919000000000.0,
47,Yes,Non-Travel,1068,Maintenance,48,2,Dairy Science,1,140,4,Female,107,3,4,Dairy Quality Analyst,4,Divorced,80895,8618,4,Yes,17,4,3,2,28,3,4,26,6,12,16,0.811161177,0.55,Kavya Bose,kavya.bose703@example.com,916000000000.0,
21,Yes,Frequently,736,Logistics,20,2,Logistics,1,141,4,Male,144,2,4,Packaging Machine Operator,4,Married,79696,15859,7,No,14,2,4,2,26,0,3,5,14,0,12,0.886014766,0.4,Priya Kapoor,priya.kapoor200@example.com,920000000000.0,
25,No,Rarely,1335,Quality Control,27,2,Biotechnology,1,142,3,Female,108,1,3,Packaging Machine Operator,3,Married,77889,10303,6,No,23,3,2,1,16,2,4,18,19,9,0,0.372544368,0.4,Vivek Gandhi,vivek.gandhi639@example.com,920000000000.0,
47,No,Rarely,405,Farm Operations,6,1,Logistics,1,143,1,Male,50,3,1,Maintenance Engineer,4,Married,107144,13350,5,Yes,21,1,2,1,4,3,4,12,11,1,10,0.8637773,0.6,Arjun Mehta,arjun.mehta275@example.com,920000000000.0,
47,No,Frequently,1408,Maintenance,27,3,Logistics,1,144,3,Male,52,1,1,Cheese Production Technician,1,Married,103115,18566,0,No,15,1,3,1,12,0,4,6,4,2,4,0.682108864,0.5,Arjun Gandhi,arjun.gandhi553@example.com,918000000000.0,
39,No,Rarely,695,Logistics,9,1,Food Technology,1,145,1,Male,116,1,3,Dairy Lab Technician,4,Divorced,50194,2164,9,Yes,17,1,3,1,14,0,1,21,13,13,8,0.86598974,0.55,Arjun Iyer,arjun.iyer430@example.com,916000000000.0,
49,No,Rarely,1270,Logistics,45,3,Food Technology,1,146,3,Female,86,4,2,Milk Processing Operator,2,Married,54837,8958,0,No,11,1,4,0,14,0,1,10,15,2,6,0.593656899,0.45,Nisha Desai,nisha.desai703@example.com,918000000000.0,
30,No,Rarely,703,Quality Control,31,2,Food Technology,1,147,2,Male,132,3,1,Milk Processing Operator,2,Single,88894,4137,0,Yes,12,3,4,1,17,5,3,6,10,6,6,0.872529399,0.45,Riya Kapoor,riya.kapoor823@example.com,917000000000.0,
47,No,Non-Travel,1245,Production,21,4,Mechanical Engineering,1,148,4,Female,78,4,1,Maintenance Engineer,4,Divorced,104358,12215,9,No,20,3,1,0,1,3,4,12,11,12,1,0.824718821,0.6,Arjun Desai,arjun.desai738@example.com,918000000000.0,
44,No,Frequently,412,Maintenance,26,3,Food Technology,1,149,4,Female,138,3,3,Logistics & Supply Chain Coordinator,2,Married,61576,18838,7,No,18,3,4,0,22,0,2,12,18,7,18,0.290014219,0.35,Kavya Gandhi,kavya.gandhi113@example.com,916000000000.0,
58,No,Frequently,509,Logistics,40,2,Biotechnology,1,150,4,Female,82,1,2,Farm Liaison Officer,2,Divorced,39727,18925,7,No,14,4,1,0,12,0,4,20,16,14,19,0.417552949,0.3,Ankit Joshi,ankit.joshi61@example.com,916000000000.0,
52,No,Rarely,860,Quality Control,48,2,Logistics,1,151,1,Male,149,4,2,Packaging Machine Operator,1,Married,54579,8033,6,No,14,2,3,2,3,2,2,0,6,8,17,0.370144234,0.4,Vivek Gandhi,vivek.gandhi254@example.com,919000000000.0,
20,No,Rarely,952,Farm Operations,45,3,Biotechnology,1,152,3,Female,110,1,4,Cheese Production Technician,3,Divorced,116554,4665,5,No,18,3,2,0,24,0,2,29,8,6,9,0.600469528,0.5,Arjun Rana,arjun.rana594@example.com,917000000000.0,
46,No,Frequently,471,Logistics,13,4,Food Technology,1,153,2,Female,142,3,4,Packaging Machine Operator,2,Married,36555,15129,3,Yes,19,1,4,0,10,0,4,18,13,7,4,0.761959602,0.4,Ankit Joshi,ankit.joshi381@example.com,918000000000.0,
32,No,Rarely,1137,Quality Control,49,2,Mechanical Engineering,1,154,3,Female,139,2,3,Dairy Quality Analyst,2,Single,73294,14125,0,No,12,3,2,0,11,4,2,18,19,10,15,0.731588013,0.55,Amit Reddy,amit.reddy819@example.com,917000000000.0,
22,No,Rarely,1425,Production,23,3,Mechanical Engineering,1,155,4,Male,53,4,2,Milk Processing Operator,3,Married,69777,8189,8,No,23,2,4,2,12,3,2,22,11,14,4,0.708724393,0.45,Arjun Nair,arjun.nair598@example.com,919000000000.0,
58,Yes,Frequently,231,Production,20,4,Logistics,1,156,2,Female,63,4,3,Dairy Lab Technician,3,Divorced,25906,15708,0,No,13,4,4,1,8,4,4,14,14,5,14,0.462685413,0.55,Nisha Joshi,nisha.joshi986@example.com,916000000000.0,
25,No,Non-Travel,642,Logistics,37,4,Biotechnology,1,157,2,Female,140,1,4,Dairy Quality Analyst,2,Divorced,60751,7095,3,Yes,16,1,1,1,37,5,1,13,11,1,15,0.297745817,0.55,Sahil Bose,sahil.bose170@example.com,919000000000.0,
27,Yes,Frequently,361,Logistics,28,2,Dairy Science,1,158,4,Female,82,1,3,Dairy Lab Technician,4,Single,89599,16409,2,Yes,11,4,4,0,5,2,4,28,12,0,3,0.347408488,0.55,Arjun Bose,arjun.bose442@example.com,917000000000.0,
46,No,Frequently,966,Maintenance,17,1,Biotechnology,1,159,3,Female,71,2,3,Packaging Machine Operator,2,Divorced,94180,9583,6,No,17,3,3,0,9,4,3,2,8,2,13,0.719174222,0.4,Sahil Mehta,sahil.mehta27@example.com,917000000000.0,
28,No,Non-Travel,453,Quality Control,28,1,Food Technology,1,160,4,Male,97,4,1,Cheese Production Technician,4,Single,93678,3637,4,No,14,1,2,1,22,5,2,26,6,8,16,0.303274037,0.5,Dev Pillai,dev.pillai138@example.com,916000000000.0,
56,No,Rarely,720,Logistics,41,2,Dairy Science,1,161,3,Male,52,3,1,Milk Processing Operator,4,Divorced,51644,16670,4,No,24,1,4,1,14,1,3,20,0,12,16,0.356062693,0.45,Amit Bose,amit.bose789@example.com,918000000000.0,
52,No,Frequently,1176,Maintenance,2,4,Mechanical Engineering,1,162,2,Female,136,3,1,Packaging Machine Operator,4,Divorced,53521,7966,3,No,10,3,2,1,22,3,2,19,9,6,15,0.497186857,0.4,Riya Trivedi,riya.trivedi421@example.com,918000000000.0,
43,No,Non-Travel,209,Maintenance,25,2,Logistics,1,163,2,Female,134,4,4,Milk Processing Operator,3,Single,31564,6670,0,No,12,3,2,1,39,0,1,3,5,1,8,0.250478701,0.45,Pooja Desai,pooja.desai933@example.com,916000000000.0,
34,No,Rarely,925,Logistics,41,3,Logistics,1,164,4,Female,72,4,3,Maintenance Engineer,2,Divorced,90640,7203,4,No,24,2,2,0,36,4,2,28,14,13,1,0.348884443,0.6,Nisha Mehta,nisha.mehta840@example.com,916000000000.0,
51,No,Frequently,704,Production,6,1,Mechanical Engineering,1,165,2,Female,117,4,1,Dairy Lab Technician,2,Divorced,47299,10669,3,No,18,3,4,0,33,4,4,6,14,0,10,0.304837689,0.55,Ankit Malhotra,ankit.malhotra512@example.com,916000000000.0,
51,No,Frequently,984,Quality Control,11,3,Food Technology,1,166,1,Male,70,2,1,Packaging Machine Operator,1,Single,67958,16968,9,No,14,3,1,0,15,0,2,0,8,1,14,0.865925248,0.4,Vivek Sharma,vivek.sharma406@example.com,918000000000.0,
43,Yes,Frequently,635,Quality Control,38,2,Mechanical Engineering,1,167,2,Male,92,3,1,Cold Storage Supervisor,3,Married,76078,4366,7,Yes,17,3,2,1,31,0,3,22,12,14,2,0.33406812,0.4,Sahil Malhotra,sahil.malhotra35@example.com,918000000000.0,
31,No,Frequently,1334,Production,6,2,Food Technology,1,168,1,Male,144,3,4,Milk Processing Operator,1,Single,33421,2366,1,Yes,10,1,2,2,37,2,4,23,0,2,15,0.803238797,0.45,Sneha Kapoor,sneha.kapoor283@example.com,920000000000.0,
58,No,Non-Travel,352,Logistics,45,4,Dairy Science,1,169,2,Male,134,1,4,Milk Processing Operator,1,Divorced,108747,17647,7,Yes,23,2,4,1,39,4,3,18,8,13,18,0.280358734,0.45,Amit Iyer,amit.iyer196@example.com,916000000000.0,
21,No,Frequently,1116,Quality Control,11,4,Mechanical Engineering,1,170,4,Female,75,1,3,Cold Storage Supervisor,4,Married,31202,11907,0,No,16,1,4,1,4,4,1,2,2,5,5,0.808771193,0.4,Rohit Iyer,rohit.iyer911@example.com,919000000000.0,
22,No,Rarely,1068,Logistics,14,4,Food Technology,1,171,4,Female,90,4,3,Logistics & Supply Chain Coordinator,3,Married,62185,8606,3,Yes,16,3,3,2,16,1,3,19,8,11,13,0.61960365,0.35,Riya Reddy,riya.reddy238@example.com,918000000000.0,
56,No,Non-Travel,1325,Logistics,2,3,Dairy Science,1,172,1,Male,148,1,3,Packaging Machine Operator,1,Married,23685,2012,2,Yes,17,2,3,2,21,5,3,14,19,8,4,0.794794146,0.4,Rohit Malhotra,rohit.malhotra127@example.com,919000000000.0,
36,No,Rarely,952,Maintenance,40,4,Mechanical Engineering,1,173,4,Male,87,2,1,Cold Storage Supervisor,2,Single,110197,4317,4,No,12,3,1,1,38,1,3,12,14,7,4,0.807144082,0.4,Nisha Iyer,nisha.iyer530@example.com,917000000000.0,
21,No,Rarely,1414,Production,3,2,Logistics,1,174,2,Female,137,3,2,Milk Processing Operator,1,Married,62637,17429,4,Yes,10,1,1,2,17,4,4,21,6,9,5,0.617461471,0.45,Pooja Reddy,pooja.reddy824@example.com,916000000000.0,
21,No,Rarely,762,Logistics,35,4,Mechanical Engineering,1,175,2,Female,60,3,4,Packaging Machine Operator,3,Married,38366,9485,4,Yes,20,1,1,2,27,1,1,13,3,8,17,0.842385907,0.4,Rohit Desai,rohit.desai764@example.com,920000000000.0,
47,No,Rarely,1304,Farm Operations,33,1,Biotechnology,1,176,4,Female,78,1,1,Cheese Production Technician,2,Married,44276,18759,3,Yes,24,3,1,2,12,4,1,6,19,10,17,0.609813804,0.5,Arjun Bose,arjun.bose943@example.com,919000000000.0,
42,No,Rarely,688,Production,24,4,Mechanical Engineering,1,177,2,Female,109,4,1,Cheese Production Technician,2,Divorced,100946,2256,7,Yes,18,2,2,1,0,3,1,0,16,10,18,0.698795555,0.5,Dev Nair,dev.nair9@example.com,918000000000.0,
56,No,Non-Travel,1094,Quality Control,19,3,Biotechnology,1,178,3,Female,116,1,3,Dairy Lab Technician,2,Single,68239,18833,2,No,10,1,4,1,18,2,3,12,3,7,1,0.491256334,0.55,Rohit Rana,rohit.rana191@example.com,918000000000.0,
51,No,Frequently,1311,Maintenance,18,1,Dairy Science,1,179,3,Male,114,4,3,Logistics & Supply Chain Coordinator,4,Single,95214,17903,3,No,20,3,3,2,33,1,4,3,18,6,16,0.839847386,0.35,Sahil Patel,sahil.patel358@example.com,917000000000.0,
52,No,Frequently,1417,Quality Control,49,1,Mechanical Engineering,1,180,2,Male,110,2,1,Cheese Production Technician,2,Divorced,44575,5212,0,No,15,4,2,0,3,4,4,11,4,5,0,0.776913777,0.5,Riya Bose,riya.bose760@example.com,917000000000.0,
20,No,Rarely,303,Quality Control,24,1,Dairy Science,1,181,4,Female,68,3,4,Logistics & Supply Chain Coordinator,4,Married,61401,8175,6,No,18,3,4,2,2,1,4,6,15,7,8,0.316699178,0.35,Meera Trivedi,meera.trivedi821@example.com,919000000000.0,
38,No,Non-Travel,1319,Production,45,3,Dairy Science,1,182,1,Female,95,2,4,Dairy Lab Technician,4,Divorced,61230,15571,0,No,23,3,4,2,9,5,3,26,2,5,12,0.603471495,0.55,Sahil Reddy,sahil.reddy627@example.com,918000000000.0,
21,No,Non-Travel,1421,Quality Control,35,2,Food Technology,1,183,4,Male,98,3,1,Maintenance Engineer,1,Divorced,99424,18087,1,No,11,2,2,1,27,2,1,1,10,1,3,0.82777913,0.6,Sahil Bose,sahil.bose7@example.com,919000000000.0,
45,Yes,Frequently,1224,Logistics,1,4,Dairy Science,1,184,1,Female,71,2,2,Dairy Quality Analyst,1,Married,102263,9446,6,Yes,13,3,2,0,33,3,3,16,14,12,4,0.755145146,0.55,Ankit Gandhi,ankit.gandhi840@example.com,917000000000.0,
51,Yes,Rarely,1206,Quality Control,36,1,Dairy Science,1,185,4,Male,127,1,2,Dairy Lab Technician,2,Married,88617,19692,0,Yes,11,4,3,2,38,0,4,0,18,8,17,0.873786946,0.55,Pooja Desai,pooja.desai411@example.com,919000000000.0,
25,Yes,Rarely,606,Maintenance,25,1,Mechanical Engineering,1,186,2,Male,106,2,4,Farm Liaison Officer,3,Single,43021,16877,2,No,13,3,1,0,18,0,3,25,13,8,9,0.361911181,0.3,Sahil Mehta,sahil.mehta934@example.com,919000000000.0,
51,No,Rarely,366,Maintenance,45,1,Mechanical Engineering,1,187,3,Male,63,2,3,Logistics & Supply Chain Coordinator,2,Married,29449,14943,5,Yes,11,4,1,1,35,1,2,13,15,2,3,0.457221743,0.35,Pooja Iyer,pooja.iyer128@example.com,918000000000.0,
23,Yes,Rarely,708,Farm Operations,49,2,Logistics,1,188,4,Male,93,1,2,Cheese Production Technician,1,Divorced,35657,12306,5,Yes,21,1,3,0,2,4,1,29,5,8,12,0.555034322,0.5,Ankit Nair,ankit.nair257@example.com,918000000000.0,
30,Yes,Rarely,512,Maintenance,43,2,Food Technology,1,189,1,Female,65,3,2,Cheese Production Technician,2,Divorced,55059,6016,5,No,10,3,3,1,22,5,1,21,4,1,12,0.362868419,0.5,Nisha Malhotra,nisha.malhotra276@example.com,917000000000.0,
36,No,Non-Travel,962,Quality Control,34,3,Dairy Science,1,190,3,Female,146,3,3,Packaging Machine Operator,1,Married,21532,7912,1,No,20,2,1,2,16,2,4,27,16,11,16,0.475831679,0.4,Arjun Sharma,arjun.sharma962@example.com,919000000000.0,
57,No,Rarely,880,Maintenance,25,2,Food Technology,1,191,1,Male,126,1,2,Milk Processing Operator,2,Single,70805,2442,1,Yes,12,3,2,1,6,3,3,20,15,13,7,0.576277443,0.45,Sneha Desai,sneha.desai182@example.com,918000000000.0,
43,No,Rarely,676,Production,16,4,Biotechnology,1,192,2,Female,61,2,1,Cheese Production Technician,3,Divorced,101551,4944,5,Yes,17,4,1,0,25,3,4,0,1,2,3,0.333937442,0.5,Sahil Patel,sahil.patel270@example.com,919000000000.0,
24,No,Rarely,272,Maintenance,34,3,Dairy Science,1,193,3,Female,104,2,2,Cold Storage Supervisor,2,Married,57756,5936,9,No,14,4,4,0,17,3,3,25,10,13,2,0.379681473,0.4,Sahil Desai,sahil.desai976@example.com,917000000000.0,
53,No,Rarely,1364,Logistics,29,3,Food Technology,1,194,1,Female,100,2,3,Milk Processing Operator,3,Single,91880,2398,4,No,13,2,4,0,5,0,2,2,3,5,10,0.28738975,0.45,Dev Iyer,dev.iyer542@example.com,919000000000.0,
25,No,Rarely,781,Production,19,4,Logistics,1,195,4,Female,88,4,1,Cold Storage Supervisor,3,Single,94642,17696,6,Yes,14,4,3,2,30,2,1,10,5,13,11,0.699366987,0.4,Ankit Desai,ankit.desai103@example.com,920000000000.0,
41,Yes,Rarely,461,Farm Operations,23,4,Logistics,1,196,2,Male,82,3,2,Logistics & Supply Chain Coordinator,2,Divorced,54206,4995,6,No,15,3,1,0,28,0,1,6,6,3,8,0.453086349,0.35,Sneha Patel,sneha.patel577@example.com,919000000000.0,
30,No,Rarely,444,Logistics,19,4,Dairy Science,1,197,2,Female,82,2,4,Farm Liaison Officer,3,Divorced,72168,8329,4,No,15,4,1,0,8,1,3,27,16,7,14,0.354186307,0.3,Vivek Patel,vivek.patel46@example.com,918000000000.0,
35,No,Frequently,760,Quality Control,25,3,Biotechnology,1,198,2,Male,78,3,1,Milk Processing Operator,3,Single,95188,4216,7,No,14,3,4,0,34,3,1,24,7,0,12,0.555126904,0.45,Nisha Rana,nisha.rana454@example.com,917000000000.0,
52,No,Non-Travel,1299,Quality Control,16,3,Logistics,1,199,4,Male,118,2,1,Logistics & Supply Chain Coordinator,1,Single,44550,13523,9,No,21,3,1,1,16,2,3,28,0,12,4,0.247774514,0.35,Pooja Patel,pooja.patel460@example.com,916000000000.0,
28,No,Rarely,374,Quality Control,9,3,Logistics,1,200,4,Female,119,1,4,Cheese Production Technician,1,Single,26389,4568,5,Yes,20,4,3,0,11,3,4,8,14,5,4,0.846384624,0.5,Arjun Patel,arjun.patel329@example.com,917000000000.0,
25,No,Rarely,308,Logistics,1,4,Biotechnology,1,201,3,Male,80,1,4,Farm Liaison Officer,3,Married,107897,2160,4,No,21,2,3,1,35,0,2,21,19,1,18,0.406127265,0.3,Ankit Joshi,ankit.joshi552@example.com,917000000000.0,
